;duracion_sistema;barcos_servidos;tasa_llegada_dias;gruas;rendimiento;ciclo
0;538,2639211737012;[10];3,0;1;25;0
1;639,3069448055118;[10];3,0;1;25;1
2;747,4795638021338;[10];3,0;1;25;2
3;512,5636450627218;[10];3,0;1;25;3
4;715,8587880611279;[10];3,0;1;25;4
5;835,7285474105877;[10];3,0;1;25;5
6;743,040413992687;[10];3,0;1;25;6
7;1297,4576918713217;[10];3,0;1;25;7
8;642,9114819043517;[10];3,0;1;25;8
9;682,6315451506736;[10];3,0;1;25;9
10;486,2162241622601;[10];3,0;1;25;10
11;738,488245857272;[10];3,0;1;25;11
12;1079,3260724644172;[10];3,0;1;25;12
13;579,019982801529;[10];3,0;1;25;13
14;822,6846087971713;[10];3,0;1;25;14
15;744,0090916880166;[10];3,0;1;25;15
16;422,434807087851;[10];3,0;1;25;16
17;493,7004093708842;[10];3,0;1;25;17
18;573,6958959220212;[10];3,0;1;25;18
19;943,6942478144388;[10];3,0;1;25;19
20;755,2846012085178;[10];3,0;1;25;20
21;781,1562789041249;[10];3,0;1;25;21
22;798,2659640601986;[10];3,0;1;25;22
23;734,5564250077159;[10];3,0;1;25;23
24;592,0279631654621;[10];3,0;1;25;24
25;1000,3210457065575;[10];3,0;1;25;25
26;589,2844034898377;[10];3,0;1;25;26
27;458,479648708833;[10];3,0;1;25;27
28;718,236336209863;[10];3,0;1;25;28
29;686,4256033481737;[10];3,0;1;25;29
30;1012,6213449753326;[10];3,0;1;25;30
31;421,8573536381536;[10];3,0;1;25;31
32;965,1162171084434;[10];3,0;1;25;32
33;699,45181231139;[10];3,0;1;25;33
34;717,8435745606103;[10];3,0;1;25;34
35;1116,760227899829;[10];3,0;1;25;35
36;669,8028324125826;[10];3,0;1;25;36
37;927,1313265429768;[10];3,0;1;25;37
38;923,3303181678103;[10];3,0;1;25;38
39;1059,2503363539029;[10];3,0;1;25;39
40;1012,2261988075178;[10];3,0;1;25;40
41;528,5383006894104;[10];3,0;1;25;41
42;1072,5699126044503;[10];3,0;1;25;42
43;604,6910233778045;[10];3,0;1;25;43
44;519,946341113549;[10];3,0;1;25;44
45;558,2355626625056;[10];3,0;1;25;45
46;1050,3407159219767;[10];3,0;1;25;46
47;876,0783249804033;[10];3,0;1;25;47
48;788,6167545037675;[10];3,0;1;25;48
49;903,8397666902866;[10];3,0;1;25;49
50;951,4219569745096;[10];3,0;1;25;50
51;438,17165097414556;[10];3,0;1;25;51
52;775,1700019134269;[10];3,0;1;25;52
53;631,568583814069;[10];3,0;1;25;53
54;817,2104614545456;[10];3,0;1;25;54
55;454,2574845242186;[10];3,0;1;25;55
56;1286,4033652427443;[10];3,0;1;25;56
57;747,1764473800835;[10];3,0;1;25;57
