;id;llegada(ts);hora_navegacion_inicio(ts);tiempo_navegacion;inicio_servicio(ts);fin_servicio(ts);tiempo_espera;tiempo_servicio;tiempo_ocioso;tiempo_total_operacion;peso_total_operado;peso_x_hora;clases_contenedores;contenedores_carga;contenedores_descarga;contenedores_total;proporcion_carga;medio_llenos;peso_medio_llenos_total;peso_x_hora_medio_lleno;proporcion_medio_llenos;reparacion;buque_espero_T_F;grua_ocioso_T_F;ciclo
31;3;182,17391955972712;182,17391955972712;0,7254985979851253;182,55599796723803;211,59599796723802;0,0;29,04;112,89342192654901;29,422078407510895;7589,5;261,35;{np.str_('pesado'): 0.31, np.str_('liviano'): 0.35, np.str_('mediano'): 0.34};227;499;726;0,31;199;1206,5;48,26;0,27;0;False;True;3
32;2;145,66542401870444;145,66542401870444;0,6700096491153835;145,96360982979272;222,14528528242926;0,0;76,18167545263654;76,38492638552633;76,47986126372481;18076,0;264,11;{np.str_('mediano'): 0.34, np.str_('liviano'): 0.33, np.str_('pesado'): 0.33};536;1175;1711;0,31;506;3009,0;120,36;0,3;1;False;True;3
33;4;1518,5522248946006;1518,5522248946006;0,635788113267537;1518,967742537986;1553,8077425379859;0,0;34,84;1296,4069396121713;35,25551764338525;9135,5;262,21;{np.str_('mediano'): 0.34, np.str_('liviano'): 0.33, np.str_('pesado'): 0.33};598;273;871;0,69;262;1610,5;64,42;0,3;0;False;True;3
34;5;1609,9511548461285;1609,9511548461285;0,7399408384472119;1610,214930982577;1649,614930982577;0,0;39,4;56,143412308142615;39,66377613644863;10075,0;255,71;{np.str_('mediano'): 0.36, np.str_('pesado'): 0.29, np.str_('liviano'): 0.35};432;553;985;0,44;283;1714,0;68,56;0,29;0;False;True;3
35;6;1764,6024461665804;1764,6024461665804;0,6830164007127173;1765,0366974546837;1808,1566974546836;0,0;43,12;114,98751518400331;43,55425128810316;11292,0;261,87;{np.str_('liviano'): 0.32, np.str_('pesado'): 0.35, np.str_('mediano'): 0.33};389;689;1078;0,36;346;2194,0;87,76;0,32;0;False;True;3
36;7;2550,6646042580805;2550,6646042580805;0,6941349931563239;2551,150413697737;2615,230413697737;0,0;64,08;742,507906803397;64,56580943965628;16692,5;260,49;{np.str_('mediano'): 0.35, np.str_('pesado'): 0.32, np.str_('liviano'): 0.33};415;1187;1602;0,26;484;2919,5;116,78;0,3;0;False;True;3
37;8;3060,637819696851;3060,637819696851;0,8476675593768249;3061,124450393925;3102,4844503939253;0,0;41,36;445,40740599911396;41,84663069707449;10543,0;254,91;{np.str_('mediano'): 0.31, np.str_('liviano'): 0.37, np.str_('pesado'): 0.33};219;815;1034;0,21;326;1964,0;78,56;0,32;0;False;True;3
38;9;4452,34723866178;4452,34723866178;0,6852226798097123;4452,832596941748;4475,112596941748;0,0;22,28;1349,8627882678543;22,765358279968495;5818,0;261,13;{np.str_('mediano'): 0.35, np.str_('pesado'): 0.32, np.str_('liviano'): 0.33};166;391;557;0,3;171;1002,0;40,08;0,31;0;False;True;3
39;10;5610,025565903137;5610,025565903137;0,8510268575604218;5610,4401886455325;5628,160188645533;0,0;17,72;1134,9129689613892;18,13462274239555;4774,5;269,44;{np.str_('liviano'): 0.32, np.str_('mediano'): 0.34, np.str_('pesado'): 0.34};122;321;443;0,28;122;733,5;29,34;0,28;0;False;True;3
40;1;0,0;0,0;0,6498912725072972;0,43189596385715434;26,311895963857154;0,0;25,88;0,0;26,311895963857154;6708,5;259,22;{np.str_('pesado'): 0.33, np.str_('liviano'): 0.35, np.str_('mediano'): 0.33};164;483;647;0,25;199;1195,5;47,82;0,31;0;False;False;4
41;2;225,5060442749577;225,5060442749577;0,678994942204825;225,76208896528786;292,04208896528786;0,0;66,28;199,19414831110055;66,53604469033016;17138,5;258,58;{np.str_('mediano'): 0.32, np.str_('liviano'): 0.35, np.str_('pesado'): 0.33};483;1174;1657;0,29;504;3070,5;122,82;0,3;0;False;True;4
42;3;2216,236912948347;2216,236912948347;0,8487545052486813;2216,5874568245304;2258,6674568245303;0,0;42,08;1924,194823983059;42,43054387618349;10975,5;260,82;{np.str_('mediano'): 0.35, np.str_('liviano'): 0.32, np.str_('pesado'): 0.34};244;808;1052;0,23;341;2115,5;84,62;0,32;0;False;True;4
43;4;2378,0974477004343;2378,0974477004343;0,7108232841745018;2378,586663459869;2430,106663459869;0,0;51,52;119,42999087590397;52,00921575943494;13099,0;254,25;{np.str_('pesado'): 0.32, np.str_('mediano'): 0.33, np.str_('liviano'): 0.36};262;1026;1288;0,2;406;2433,0;97,32;0,32;0;False;True;4
44;5;3829,386197735571;3829,386197735571;0,7610781279610395;3829,6792291104125;3864,1192291104126;0,0;34,44;1399,2795342757017;34,73303137484163;9135,5;265,26;{np.str_('liviano'): 0.33, np.str_('mediano'): 0.34, np.str_('pesado'): 0.34};282;579;861;0,33;256;1527,5;61,1;0,3;0;False;True;4
45;6;4700,102533942452;4700,102533942452;0,622063769783503;4700,449422056861;4761,499643985666;0,0;61,0502219288043;835,9833048320397;61,397110043213615;14327,0;267,49;{np.str_('liviano'): 0.32, np.str_('pesado'): 0.36, np.str_('mediano'): 0.32};342;997;1339;0,26;390;2523,0;100,92;0,29;1;False;True;4
46;7;5251,135855004566;5251,135855004566;0,6756228903400688;5251,572321899077;5274,492321899077;0,0;22,92;489,6362110189002;23,35646689451096;5966,0;260,3;{np.str_('mediano'): 0.31, np.str_('pesado'): 0.34, np.str_('liviano'): 0.35};213;360;573;0,37;174;1075,0;43,0;0,3;0;False;True;4
47;8;6104,972190657991;6104,972190657991;0,79811048582369;6105,401131896752;6151,081131896753;0,0;45,68;830,4798687589137;46,10894123876187;12487,5;273,37;{np.str_('mediano'): 0.32, np.str_('liviano'): 0.32, np.str_('pesado'): 0.37};211;931;1142;0,18;313;1970,5;78,82;0,27;0;False;True;4
48;9;6568,033537235447;6568,033537235447;0,46412524758823837;6568,293712210507;6620,293712210507;0,0;52,0;416,952405338694;52,26017497506018;14211,0;273,29;{np.str_('pesado'): 0.37, np.str_('mediano'): 0.32, np.str_('liviano'): 0.31};202;1098;1300;0,16;364;2291,0;91,64;0,28;0;False;True;4
49;10;8399,574332002077;8399,574332002077;0,6015321611328991;8399,96473985575;8456,284656565806;0,0;56,31991671005503;1779,2806197915706;56,710324563728136;12758,0;260,79;{np.str_('pesado'): 0.33, np.str_('liviano'): 0.33, np.str_('mediano'): 0.34};229;994;1223;0,19;371;2336,0;93,44;0,3;1;False;True;4
50;1;0,0;0,0;0,7141838482758174;0,37605997885119596;32,096059978851194;0,0;31,72;0,0;32,096059978851194;8372,0;263,93;{np.str_('mediano'): 0.35, np.str_('pesado'): 0.32, np.str_('liviano'): 0.33};205;588;793;0,26;213;1374,0;54,96;0,27;0;False;False;5
51;2;969,4760895527538;969,4760895527538;0,9013610808530665;969,963984838722;1028,843984838722;0,0;58,88;937,3800295739027;59,36789528596819;14994,0;254,65;{np.str_('liviano'): 0.36, np.str_('pesado'): 0.31, np.str_('mediano'): 0.34};445;1027;1472;0,3;446;2697,0;107,88;0,3;0;False;True;5
52;3;1133,7197024190823;1133,7197024190823;0,5370659088702319;1133,986306470005;1160,066306470005;0,0;26,08;104,87571758036029;26,34660405092268;6699,5;256,88;{np.str_('mediano'): 0.35, np.str_('liviano'): 0.34, np.str_('pesado'): 0.31};387;265;652;0,59;190;1194,5;47,78;0,29;0;False;True;5
53;4;1276,7722069895674;1276,7722069895674;0,5993382856908283;1277,102902803321;1321,2032027583552;0,0;44,10029995503408;116,70590051956242;44,43099576878785;10339,0;263,48;{np.str_('liviano'): 0.32, np.str_('pesado'): 0.35, np.str_('mediano'): 0.33};342;639;981;0,35;305;1963,0;78,52;0,31;1;False;True;5
54;5;3144,8137764708663;3144,8137764708663;0,669493665478232;3145,2575229013382;3179,297522901338;0,0;34,04;1823,610573712511;34,48374643047191;8878,0;260,81;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.35, np.str_('liviano'): 0.32};213;638;851;0,25;270;1651,0;66,04;0,32;0;False;True;5
55;6;3278,348149352319;3278,348149352319;0,7807160566555015;3278,7693957988245;3320,7693957988245;0,0;42,0;99,05062645098087;42,42124644650539;10754,5;256,06;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.31, np.str_('liviano'): 0.36};290;760;1050;0,28;302;1885,5;75,42;0,29;0;False;True;5
56;7;3300,915349160395;3300,915349160395;0,7307970175833925;3301,3036529226465;3368,6236529226467;0,0;67,32;121,61782625905698;67,70830376225149;17886,0;265,69;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.35, np.str_('liviano'): 0.32};584;1099;1683;0,35;482;2973,0;118,92;0,29;0;False;True;5
57;8;4209,013949960556;4209,013949960556;0,6539581596571186;4209,482900188825;4250,7229001888245;0,0;41,24;840,390297037909;41,708950228268804;11255,0;272,91;{np.str_('pesado'): 0.36, np.str_('mediano'): 0.35, np.str_('liviano'): 0.29};521;510;1031;0,51;296;1929,0;77,16;0,29;0;False;True;5
58;9;4658,842683950187;4658,842683950187;0,7380436403912931;4659,098813301307;4712,796007716974;0,0;53,697194415666516;408,11978376136267;53,953323766786525;12910,5;263,91;{np.str_('pesado'): 0.32, np.str_('liviano'): 0.33, np.str_('mediano'): 0.35};441;782;1223;0,36;342;2150,5;86,02;0,28;1;False;True;5
59;10;5418,986576514014;5418,986576514014;0,8055224036386422;5419,424119845693;5480,344119845693;0,0;60,92;706,1905687970402;61,35754333167915;16218,0;266,22;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.35, np.str_('mediano'): 0.33};451;1072;1523;0,3;449;2758,0;110,32;0,29;0;False;True;5
60;1;0,0;0,0;0,6550577565868071;0,46118101899172975;49,54118101899173;0,0;49,08;0,0;49,54118101899173;12778,5;260,36;{np.str_('liviano'): 0.32, np.str_('pesado'): 0.31, np.str_('mediano'): 0.37};101;1126;1227;0,08;372;2313,5;92,54;0,3;0;False;False;6
61;2;833,0445016588484;833,0445016588484;0,8086862530684735;833,4788648768412;857,0788648768412;0,0;23,6;783,5033206398566;24,03436321799279;5958,5;252,48;{np.str_('liviano'): 0.35, np.str_('pesado'): 0.3, np.str_('mediano'): 0.35};254;336;590;0,43;183;1123,5;44,94;0,31;0;False;True;6
62;3;3628,8562291340627;3628,8562291340627;0,689569448244632;3629,322910611344;3675,842910611344;0,0;46,52;2771,7773642572215;46,98668147728131;12346,0;265,39;{np.str_('pesado'): 0.33, np.str_('liviano'): 0.32, np.str_('mediano'): 0.35};492;671;1163;0,42;331;2058,0;82,32;0,28;0;False;True;6
63;4;3923,575938619521;3923,575938619521;0,7020130170241368;3923,953681416732;3942,1536814167316;0,0;18,2;247,73302800817692;18,577742797210703;4763,0;261,7;{np.str_('pesado'): 0.34, np.str_('mediano'): 0.32, np.str_('liviano'): 0.33};237;218;455;0,52;138;877,0;35,08;0,3;0;False;True;6
64;5;5179,188155733236;5179,188155733236;0,8049580900127727;5179,665711631634;5218,465711631634;0,0;38,8;1237,0344743165047;39,27755589839762;10064,5;259,39;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.33, np.str_('liviano'): 0.34};205;765;970;0,21;297;1879,5;75,18;0,31;0;False;True;6
65;6;5228,49986547596;5228,49986547596;0,7327619808025776;5228,870572417484;5285,070572417484;0,0;56,2;10,034153844326283;56,570706941523895;14855,0;264,32;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.34, np.str_('mediano'): 0.33};565;840;1405;0,4;417;2626,0;105,04;0,3;0;False;True;6
66;7;5319,9355602722635;5319,9355602722635;0,5983805132991067;5320,276270177371;5347,75627017737;0,0;27,48;34,86498785477943;27,820709905106924;7148,5;260,13;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.34, np.str_('liviano'): 0.32};320;367;687;0,47;218;1366,5;54,66;0,32;0;False;True;6
67;8;6371,717567018433;6371,717567018433;0,774864172724766;6372,091805443695;6406,011805443695;0,0;33,92;1023,9612968410629;34,29423842526194;9156,0;269,93;{np.str_('mediano'): 0.32, np.str_('pesado'): 0.36, np.str_('liviano'): 0.32};593;255;848;0,7;253;1555,0;62,2;0,3;0;False;True;6
68;9;6460,6336063226745;6460,6336063226745;0,8136362955367248;6461,021132935805;6513,301132935805;0,0;52,28;54,62180087897923;52,667526613130576;13482,0;257,88;{np.str_('pesado'): 0.32, np.str_('liviano'): 0.35, np.str_('mediano'): 0.33};115;1192;1307;0,09;399;2408,0;96,32;0,31;0;False;True;6
69;10;7721,393591754895;7721,393591754895;0,5508941665672752;7721,680272356378;7774,680272356378;0,0;53,0;1208,09245881909;53,28668060148266;13822,0;260,79;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.33, np.str_('mediano'): 0.33};545;780;1325;0,41;401;2506,0;100,24;0,3;0;False;True;6
70;1;0,0;0,0;0,8833571364834123;0,4816914421776629;50,681691442177666;0,0;50,2;0,0;50,681691442177666;13293,0;264,8;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.35, np.str_('mediano'): 0.33};131;1124;1255;0,1;375;2366,0;94,64;0,3;0;False;False;7
71;2;827,2716339893589;827,2716339893589;0,7370082118037629;827,5396720453151;873,979672045315;0,0;46,44;776,5899425471812;46,708038055956195;11819,5;254,51;{np.str_('liviano'): 0.36, np.str_('pesado'): 0.31, np.str_('mediano'): 0.33};242;919;1161;0,21;359;2144,5;85,78;0,31;0;False;True;7
72;4;1333,5895551464705;1333,5895551464705;0,9306171975850317;1334,0277964103536;1360,6243633812107;0,0;26,596566970857168;459,60988310115545;27,03480823474024;6605,5;262,54;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.34, np.str_('mediano'): 0.33};368;261;629;0,59;197;1198,5;47,94;0,31;1;False;True;7
73;3;1317,8433052581577;1317,8433052581577;0,7570079482664654;1318,1953257808761;1371,4753257808761;0,0;53,28;443,8636332128426;53,63202052271845;13945,0;261,73;{np.str_('liviano'): 0.33, np.str_('mediano'): 0.34, np.str_('pesado'): 0.33};278;1054;1332;0,21;396;2477,0;99,08;0,3;0;False;True;7
74;5;2107,363495632451;2107,363495632451;0,5346953578175577;2107,613622013677;2144,2936220136767;0,0;36,68;735,8881698515747;36,93012638122582;9526,0;259,71;{np.str_('liviano'): 0.32, np.str_('mediano'): 0.34, np.str_('pesado'): 0.33};454;463;917;0,5;296;1825,0;73,0;0,32;0;False;True;7
75;6;2705,14582170813;2705,14582170813;0,5908566815220131;2705,4775364908287;2735,1175364908286;0,0;29,64;560,8521996944532;29,971714782698655;7571,5;255,45;{np.str_('liviano'): 0.36, np.str_('mediano'): 0.31, np.str_('pesado'): 0.33};527;214;741;0,71;240;1408,5;56,34;0,32;0;False;True;7
76;7;2850,366956739704;2850,366956739704;0,8752637849682451;2850,75265665874;2891,9126566587397;0,0;41,16;115,2494202488756;41,54569991903554;10933,0;265,62;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.34, np.str_('liviano'): 0.33};228;801;1029;0,22;294;1787,0;71,48;0,29;0;False;True;7
77;8;3031,9894158481757;3031,9894158481757;0,6170849322931133;3032,312526579392;3072,4964083311647;0,0;40,183881751772944;140,07675918943596;40,50699248298906;8376,0;257,25;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.32, np.str_('liviano'): 0.35};225;589;814;0,28;242;1501,0;60,04;0,3;1;False;True;7
78;9;3202,0141335776766;3202,0141335776766;0,853973010903994;3202,4960609421814;3230,4560609421815;0,0;27,96;129,51772524651187;28,441927364504863;7171,5;256,49;{np.str_('liviano'): 0.34, np.str_('mediano'): 0.35, np.str_('pesado'): 0.31};491;208;699;0,7;215;1300,5;52,02;0,31;0;False;True;7
79;10;4161,57864156309;4161,57864156309;0,7239355612061187;4162,04670636426;4198,32670636426;0,0;36,28;931,1225806209086;36,748064801169676;9459,0;260,72;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.34, np.str_('mediano'): 0.33};233;674;907;0,26;284;1776,0;71,04;0,31;0;False;True;7
80;1;0,0;0,0;0,6587580744005898;0,3504658191035641;26,990465819103566;0,0;26,64;0,0;26,990465819103566;7029,0;263,85;{np.str_('mediano'): 0.37, np.str_('liviano'): 0.31, np.str_('pesado'): 0.32};449;217;666;0,67;204;1238,0;49,52;0,31;0;False;False;8
81;2;985,0135497964519;985,0135497964519;0,836073468275593;985,40645232991;1008,2464523299101;0,0;22,84;958,0230839773484;23,232902533458173;5906,5;258,6;{np.str_('pesado'): 0.32, np.str_('mediano'): 0.34, np.str_('liviano'): 0.35};227;344;571;0,4;170;1011,5;40,46;0,3;0;False;True;8
82;3;1274,7883695175967;1274,7883695175967;0,7445017182211217;1275,160417151799;1319,120417151799;0,0;43,96;266,54191718768664;44,332047634202354;11431,5;260,04;{np.str_('liviano'): 0.32, np.str_('pesado'): 0.34, np.str_('mediano'): 0.34};452;647;1099;0,41;354;2216,5;88,66;0,32;0;False;True;8
83;4;1375,586649951281;1375,586649951281;0,6090437480328232;1375,8418674284353;1419,4418674284352;0,0;43,6;56,466232799481986;43,855217477154156;11426,5;262,08;{np.str_('pesado'): 0.33, np.str_('liviano'): 0.34, np.str_('mediano'): 0.33};350;740;1090;0,32;317;1916,5;76,66;0,29;0;False;True;8
84;5;1714,8230085900927;1714,8230085900927;0,8392868062259546;1715,2424043699382;1759,4424043699382;0,0;44,2;295,3811411616575;44,61939577984549;11829,0;267,62;{np.str_('pesado'): 0.35, np.str_('mediano'): 0.34, np.str_('liviano'): 0.31};424;681;1105;0,38;341;2076,0;83,04;0,31;0;False;True;8
